command,file,domain_id,domain,muster,stamm,rw,tables,ki,layers,vault,gl_refs,mvp,review,params,return
add_recipe_customer_name,commands.rs,D-6,Verkaufsrezepte,Spezial,add_recipe_customer_name,W,recipe_customer_names,0,0,0,,MVP,1,"recipe_id: i64, input: RecipeCustomerNameInput","Result<i64, String>"
create_aufschlagsklasse,commands.rs,D-6,Verkaufsrezepte,CRUD,aufschlagsklasse,W,aufschlagsklassen,0,0,0,,MVP,0,"code: String, bezeichnung: String, rohaufschlag_pct: f64, bedienung_pct: f64, profit_pct: f64, mwst_satz: f64, formel_typ: String, note: Option<String>","Result<i64, String>"
delete_aufschlagsklasse,commands.rs,D-6,Verkaufsrezepte,CRUD,aufschlagsklasse,W,aufschlagsklassen,0,0,0,,MVP,0,aufschlagsklasse_id: i64,"Result<(), String>"
update_aufschlagsklasse,commands.rs,D-6,Verkaufsrezepte,CRUD,aufschlagsklasse,W,aufschlagsklassen,0,0,0,,MVP,0,"aufschlagsklasse_id: i64, bezeichnung: String, rohaufschlag_pct: f64, bedienung_pct: f64, profit_pct: f64, mwst_satz: f64, formel_typ: String, note: Option<String>","Result<(), String>"
list_aufschlagsklassen,commands.rs,D-6,Verkaufsrezepte,CRUD,aufschlagsklassen,R,aufschlagsklassen,0,0,0,,MVP,0,,"Result<Vec<Aufschlagsklasse>, String>"
accept_behaelter,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,behaelter,W,recipes,0,0,0,GL-07,MVP,0,input: crate::models::AcceptBehaelterInput,"Result<i64, String>"
ai_suggest_behaelter,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,behaelter,R,recipe_ingredients;recipes;speisen_klassen;vocab_behaelter;vocab_einheit;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::BehaelterSuggestion, String>"
list_distinct_customer_names,commands.rs,D-6,Verkaufsrezepte,CRUD,distinct_customer_names,R,recipe_customer_names,0,0,0,,MVP,0,,"Result<Vec<String>, String>"
ai_generate_marketing,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,marketing,R,recipe_ingredients;recipes;schreibstile;speisen_klassen;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64, schreibstil_id: Option<i64>","Result<crate::models::MarketingTextSuggestion, String>"
accept_marketing_text,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,marketing_text,W,recipes,0,0,0,GL-07,MVP,0,input: crate::models::AcceptMarketingTextInput,"Result<i64, String>"
delete_recipe_customer_name,commands.rs,D-6,Verkaufsrezepte,CRUD,recipe_customer_name,W,recipe_customer_names,0,0,0,,MVP,1,id: i64,"Result<(), String>"
update_recipe_customer_name,commands.rs,D-6,Verkaufsrezepte,CRUD,recipe_customer_name,W,recipe_customer_names,0,0,0,,MVP,1,"id: i64, input: RecipeCustomerNameInput","Result<(), String>"
list_recipe_customer_names,commands.rs,D-6,Verkaufsrezepte,CRUD,recipe_customer_names,R,recipe_customer_names,0,0,0,,MVP,1,recipe_id: i64,"Result<Vec<RecipeCustomerName>, String>"
accept_regeneration,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,regeneration,W,recipes,0,0,0,GL-07,MVP,0,input: crate::models::AcceptRegenerationInput,"Result<i64, String>"
ai_suggest_regeneration,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,regeneration,R,recipe_ingredients;recipes;speisen_klassen;vocab_einheit;vocab_regen_geraet;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::RegenerationSuggestion, String>"
create_schreibstil,commands.rs,D-6,Verkaufsrezepte,CRUD,schreibstil,W,schreibstile,0,0,0,,MVP,0,input: crate::models::SchreibstilInput,"Result<i64, String>"
delete_schreibstil,commands.rs,D-6,Verkaufsrezepte,CRUD,schreibstil,W,schreibstile,0,0,0,,MVP,0,schreibstil_id: i64,"Result<(), String>"
update_schreibstil,commands.rs,D-6,Verkaufsrezepte,CRUD,schreibstil,W,schreibstile,0,0,0,,MVP,0,"schreibstil_id: i64, input: crate::models::SchreibstilInput","Result<(), String>"
set_schreibstil_inactive,commands.rs,D-6,Verkaufsrezepte,CRUD,schreibstil_inactive,W,schreibstile,0,0,0,,MVP,0,"schreibstil_id: i64, is_inactive: bool","Result<(), String>"
list_schreibstile,commands.rs,D-6,Verkaufsrezepte,CRUD,schreibstile,R,schreibstile,0,0,0,,MVP,0,include_inactive: Option<bool>,"Result<Vec<crate::models::Schreibstil>, String>"
accept_servier_vehikel,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,servier_vehikel,W,recipes,0,0,0,GL-07,MVP,0,input: crate::models::AcceptServierVehikelInput,"Result<i64, String>"
ai_suggest_servier_vehikel,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,servier_vehikel,R,recipe_ingredients;recipes;speisen_klassen;vocab_serviervehikel;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::ServierVehikelSuggestion, String>"
create_speisen_hauptgruppe,commands.rs,D-6,Verkaufsrezepte,CRUD,speisen_hauptgruppe,W,speisen_hauptgruppen,0,0,0,,MVP,0,"code: String, bezeichnung: String, sort_order: Option<i64>","Result<i64, String>"
delete_speisen_hauptgruppe,commands.rs,D-6,Verkaufsrezepte,CRUD,speisen_hauptgruppe,W,speisen_hauptgruppen,0,0,0,,MVP,0,hauptgruppe_id: i64,"Result<(), String>"
update_speisen_hauptgruppe,commands.rs,D-6,Verkaufsrezepte,CRUD,speisen_hauptgruppe,W,speisen_hauptgruppen,0,0,0,,MVP,0,"hauptgruppe_id: i64, code: String, bezeichnung: String, sort_order: Option<i64>","Result<(), String>"
list_speisen_hauptgruppen,commands.rs,D-6,Verkaufsrezepte,CRUD,speisen_hauptgruppen,R,speisen_hauptgruppen;speisen_klassen,0,0,0,,MVP,0,,"Result<Vec<SpeisenHauptgruppe>, String>"
accept_speisen_klasse,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,speisen_klasse,W,recipes,0,0,0,GL-07,MVP,0,input: crate::models::AcceptSpeisenKlasseInput,"Result<i64, String>"
ai_classify_speisen_klasse,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,speisen_klasse,R,recipe_ingredients;recipes;speisen_hauptgruppen;speisen_klassen;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<crate::models::SpeisenKlasseSuggestion, String>"
create_speisen_klasse,commands.rs,D-6,Verkaufsrezepte,CRUD,speisen_klasse,W,speisen_klassen,0,0,0,,MVP,0,"hauptgruppe_id: Option<i64>, code: String, bezeichnung: String, diaetform: String, default_aufschlagsklasse_id: Option<i64>, is_vegi: bool, is_vegan: bool, is_halal: bool, is_koscher: bool, note: Option<String>","Result<i64, String>"
delete_speisen_klasse,commands.rs,D-6,Verkaufsrezepte,CRUD,speisen_klasse,W,speisen_klassen,0,0,0,,MVP,0,klasse_id: i64,"Result<(), String>"
list_speisen_klassen,commands.rs,D-6,Verkaufsrezepte,CRUD,speisen_klassen,R,recipes;speisen_hauptgruppen;speisen_klassen,0,0,0,,MVP,0,,"Result<Vec<SpeisenKlasse>, String>"
accept_vk_wording,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,vk_wording,W,recipes,0,0,0,GL-07,MVP,0,input: crate::models::AcceptVkWordingInput,"Result<i64, String>"
ai_suggest_vk_wording,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,vk_wording,R,recipe_ingredients;recipes;schreibstile;speisen_klassen;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64, schreibstil_id: Option<i64>","Result<crate::models::VkWordingSuggestion, String>"
create_vocab_behaelter,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_behaelter,W,vocab_behaelter,0,0,0,,MVP,1,"name: String, gruppe: Option<String>, sort_order: Option<i64>, kapazitaet_kg: Option<f64>","Result<i64, String>"
delete_vocab_behaelter,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_behaelter,W,recipes;vocab_behaelter,0,0,0,,MVP,1,vocab_id: i64,"Result<(), String>"
list_vocab_behaelter,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_behaelter,R,vocab_behaelter,0,0,0,,MVP,1,include_inactive: bool,"Result<Vec<VocabBehaelter>, String>"
update_vocab_behaelter,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_behaelter,W,vocab_behaelter,0,0,0,,MVP,1,"vocab_id: i64, name: String, gruppe: Option<String>, sort_order: Option<i64>, kapazitaet_kg: Option<f64>","Result<(), String>"
set_vocab_behaelter_inactive,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_behaelter_inactive,W,vocab_behaelter,0,0,0,,MVP,1,"vocab_id: i64, inactive: bool","Result<(), String>"
create_vocab_regen_geraet,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_regen_geraet,W,vocab_regen_geraet,0,0,0,,MVP,1,"name: String, sort_order: Option<i64>","Result<i64, String>"
delete_vocab_regen_geraet,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_regen_geraet,W,recipes;vocab_regen_geraet,0,0,0,,MVP,1,vocab_id: i64,"Result<(), String>"
list_vocab_regen_geraet,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_regen_geraet,R,vocab_regen_geraet,0,0,0,,MVP,1,include_inactive: bool,"Result<Vec<VocabRegenGeraet>, String>"
update_vocab_regen_geraet,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_regen_geraet,W,vocab_regen_geraet,0,0,0,,MVP,1,"vocab_id: i64, name: String, sort_order: Option<i64>","Result<(), String>"
set_vocab_regen_geraet_inactive,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_regen_geraet_inactive,W,vocab_regen_geraet,0,0,0,,MVP,1,"vocab_id: i64, inactive: bool","Result<(), String>"
create_vocab_serviervehikel,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_serviervehikel,W,vocab_serviervehikel,0,0,0,,MVP,1,"name: String, gruppe: Option<String>, sort_order: Option<i64>","Result<i64, String>"
delete_vocab_serviervehikel,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_serviervehikel,W,recipes;vocab_serviervehikel,0,0,0,,MVP,1,vocab_id: i64,"Result<(), String>"
list_vocab_serviervehikel,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_serviervehikel,R,vocab_serviervehikel,0,0,0,,MVP,1,include_inactive: bool,"Result<Vec<crate::models::VocabServierVehikel>, String>"
update_vocab_serviervehikel,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_serviervehikel,W,vocab_serviervehikel,0,0,0,,MVP,1,"vocab_id: i64, name: String, gruppe: Option<String>, sort_order: Option<i64>","Result<(), String>"
set_vocab_serviervehikel_inactive,commands.rs,D-6,Verkaufsrezepte,CRUD,vocab_serviervehikel_inactive,W,vocab_serviervehikel,0,0,0,,MVP,1,"vocab_id: i64, inactive: bool","Result<(), String>"
ai_generate_zubereitung,commands.rs,D-6,Verkaufsrezepte,KI-Lebenszyklus,zubereitung,R,recipe_ingredients;recipes;vocab_behaelter;vocab_einheit;vocab_regen_geraet;wawi_gp_v2,1,1,0,GL-06;GL-07,MVP,1,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<RecipeZubereitungSuggestion, String>"
add_recipe_pairing,commands.rs,D-7,Pairing/Flavor-Graph,Spezial,add_recipe_pairing,R,recipe_pairings,0,0,0,GL-10,MVP,1,"recipe_id: i64, anker_vocab_id: i64, typ: Option<String>","Result<(), String>"
set_gp_anker,commands.rs,D-7,Pairing/Flavor-Graph,CRUD,gp_anker,W,einer;gp_anker_mapping,0,0,0,GL-10,MVP,1,"gp_v2_id: i64, anker_vocab_id: i64","Result<(), String>"
accept_gp_ankers,commands.rs,D-7,Pairing/Flavor-Graph,KI-Lebenszyklus,gp_ankers,W,ai_call_log;gp_anker_mapping,0,0,0,GL-07;GL-10,MVP,1,input: AcceptGpAnkersInput,"Result<i64, String>"
ai_infer_gp_ankers,commands.rs,D-7,Pairing/Flavor-Graph,KI-Lebenszyklus,gp_ankers,R,vocab_pairing_anker;wawi_gp_v2,1,1,1,GL-06;GL-07;GL-10;GL-13,MVP,1,"limiter: State<GeminiRateLimiter>, gp_v2_id: i64","Result<GpAnkerSuggestion, String>"
clear_gp_ankers,commands.rs,D-7,Pairing/Flavor-Graph,KI-Lebenszyklus,gp_ankers,W,gp_anker_mapping,0,0,0,GL-07;GL-10,MVP,1,gp_v2_id: i64,"Result<i64, String>"
list_gp_ankers,commands.rs,D-7,Pairing/Flavor-Graph,CRUD,gp_ankers,R,gp_anker_mapping;vocab_pairing_anker,0,0,0,GL-10,MVP,1,gp_v2_id: i64,"Result<Vec<GpAnkerItem>, String>"
reject_gp_ankers,commands.rs,D-7,Pairing/Flavor-Graph,KI-Lebenszyklus,gp_ankers,W,ai_call_log,0,0,0,GL-07;GL-10,MVP,1,call_log_id: i64,"Result<(), String>"
get_gp_pairing_info,commands.rs,D-7,Pairing/Flavor-Graph,CRUD,gp_pairing_info,R,vocab_pairing_anker;wawi_gp_v2,0,0,0,GL-10,MVP,1,gp_v2_id: i64,"Result<GpPairingInfo, String>"
list_pairing_anker,commands.rs,D-7,Pairing/Flavor-Graph,CRUD,pairing_anker,R,vocab_pairing_anker,0,0,0,GL-10,MVP,0,,"Result<Vec<PairingSuggestItem>, String>"
pairing_anker_neighbors,commands.rs,D-7,Pairing/Flavor-Graph,Spezial,pairing_anker_neighbors,R,pairing_anker_edges;vocab_pairing_anker,0,0,0,GL-10,MVP,0,"slug: String, typ_filter: Option<String>, limit: Option<i64>","Result<Vec<crate::models::AnkerNeighbor>, String>"
pairing_bridge,commands.rs,D-7,Pairing/Flavor-Graph,Spezial,pairing_bridge,R,pairing_anker_edges;recipe_pairings;vocab_pairing_anker,0,0,0,GL-10,Phase 2,0,"recipe_a_id: i64, recipe_b_id: i64","Result<crate::models::PairingBridgeResult, String>"
accept_pairings,commands.rs,D-7,Pairing/Flavor-Graph,KI-Lebenszyklus,pairings,W,ai_call_log;recipe_pairings,0,0,0,GL-07;GL-10,MVP,0,input: AcceptPairingsInput,"Result<i64, String>"
ai_suggest_pairings,commands.rs,D-7,Pairing/Flavor-Graph,KI-Lebenszyklus,pairings,R,recipe_ingredients;recipes;vocab_pairing_anker;wawi_gp_v2,1,1,1,GL-06;GL-07;GL-10;GL-13,MVP,0,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<PairingSuggestion, String>"
reject_pairings,commands.rs,D-7,Pairing/Flavor-Graph,KI-Lebenszyklus,pairings,W,ai_call_log,0,0,0,GL-07;GL-10,MVP,0,call_log_id: i64,"Result<(), String>"
set_recipe_anker,commands.rs,D-7,Pairing/Flavor-Graph,CRUD,recipe_anker,W,recipe_anker_mapping;z,0,0,0,GL-10,MVP,1,"recipe_id: i64, anker_vocab_id: i64","Result<(), String>"
accept_recipe_ankers,commands.rs,D-7,Pairing/Flavor-Graph,KI-Lebenszyklus,recipe_ankers,W,ai_call_log;recipe_anker_mapping,0,0,0,GL-07;GL-10,MVP,1,input: AcceptRecipeAnkersInput,"Result<i64, String>"
ai_infer_recipe_ankers,commands.rs,D-7,Pairing/Flavor-Graph,KI-Lebenszyklus,recipe_ankers,R,gp_anker_mapping;recipe_anker_mapping;recipe_ingredients;recipes;vocab_pairing_anker,1,1,0,GL-06;GL-07;GL-10,MVP,1,"limiter: State<GeminiRateLimiter>, recipe_id: i64","Result<RecipeAnkerSuggestion, String>"
clear_recipe_ankers,commands.rs,D-7,Pairing/Flavor-Graph,KI-Lebenszyklus,recipe_ankers,W,recipe_anker_mapping,0,0,0,GL-07;GL-10,MVP,1,recipe_id: i64,"Result<i64, String>"
list_recipe_ankers,commands.rs,D-7,Pairing/Flavor-Graph,CRUD,recipe_ankers,R,recipe_anker_mapping;vocab_pairing_anker,0,0,0,GL-10,MVP,1,recipe_id: i64,"Result<Vec<RecipeAnkerItem>, String>"
reject_recipe_ankers,commands.rs,D-7,Pairing/Flavor-Graph,KI-Lebenszyklus,recipe_ankers,W,ai_call_log,0,0,0,GL-07;GL-10,MVP,1,call_log_id: i64,"Result<(), String>"
recipe_cohesion,commands.rs,D-7,Pairing/Flavor-Graph,Spezial,recipe_cohesion,R,pairing_anker_edges;recipe_ingredients;recipes;wawi_gp_v2,0,0,0,GL-10,MVP,1,recipe_id: i64,"Result<crate::models::RecipeCohesion, String>"
recipe_graph,commands.rs,D-7,Pairing/Flavor-Graph,Spezial,recipe_graph,R,pairing_anker_edges;recipe_pairings;recipes;src;vocab_pairing_anker,0,0,0,,MVP,0,"recipe_id: i64, max_related_recipes: Option<i64>, same_type_only: Option<bool>, per_anker_suggestions: Option<i64>","Result<crate::models::RecipeGraphData, String>"
get_recipe_pairings,commands.rs,D-7,Pairing/Flavor-Graph,CRUD,recipe_pairings,R,recipe_pairings;vocab_pairing_anker,0,0,0,GL-10,MVP,1,recipe_id: i64,"Result<Vec<PairingSuggestItem>, String>"
recipes_sharing_pairings,commands.rs,D-7,Pairing/Flavor-Graph,Spezial,recipes_sharing_pairings,R,gp_anker_mapping;recipe_anker_mapping;recipe_ingredients;recipe_pairings;recipe_prozess_anker;recipes;shared;source_anker;target_total;vocab_pairing_anker;wawi_gp_v2,0,0,0,GL-10,Phase 2,1,"recipe_id: i64, min_shared: Option<i64>, limit: Option<i64>","Result<Vec<crate::models::RelatedRecipe>, String>"
remove_gp_anker,commands.rs,D-7,Pairing/Flavor-Graph,Spezial,remove_gp_anker,W,gp_anker_mapping,0,0,0,GL-10,MVP,1,"gp_v2_id: i64, anker_vocab_id: i64","Result<(), String>"
remove_recipe_anker,commands.rs,D-7,Pairing/Flavor-Graph,Spezial,remove_recipe_anker,W,recipe_anker_mapping,0,0,0,GL-10,MVP,1,"recipe_id: i64, anker_vocab_id: i64","Result<(), String>"
remove_recipe_pairing,commands.rs,D-7,Pairing/Flavor-Graph,Spezial,remove_recipe_pairing,W,recipe_pairings,0,0,0,GL-10,MVP,1,"recipe_id: i64, anker_vocab_id: i64","Result<(), String>"
chat_create_conversation,chat.rs,D-8,Foodbook & Chat,Spezial,chat_create_conversation,W,chat_conversations,0,0,0,,Phase 2,0,"state: tauri::State<crate::commands::DbState>, title: Option<String>","Result<i64, String>"
chat_delete_conversation,chat.rs,D-8,Foodbook & Chat,Spezial,chat_delete_conversation,W,chat_conversations,0,0,0,,Phase 2,0,"state: tauri::State<crate::commands::DbState>, conversation_id: i64","Result<(), String>"
chat_list_conversations,chat.rs,D-8,Foodbook & Chat,Spezial,chat_list_conversations,R,chat_conversations;chat_messages,0,0,0,,Phase 2,0,state: tauri::State<crate::commands::DbState>,"Result<Vec<crate::models::ChatConversation>, String>"
chat_list_messages,chat.rs,D-8,Foodbook & Chat,Spezial,chat_list_messages,R,chat_messages,0,0,0,,Phase 2,0,"state: tauri::State<crate::commands::DbState>, conversation_id: i64","Result<Vec<crate::models::ChatMessage>, String>"
chat_send,chat.rs,D-8,Foodbook & Chat,Spezial,chat_send,W,chat_conversations;chat_messages,1,1,0,GL-06,Phase 2,0,"state: tauri::State<crate::commands::DbState>, limiter: tauri::State<GeminiRateLimiter>, conversation_id: Option<i64>, message: String","Result<crate::models::ChatSendResult, String>"
delete_foodbook,commands.rs,D-8,Foodbook & Chat,CRUD,foodbook,W,foodbook,0,0,0,,Phase 2,0,id: i64,"Result<(), String>"
delete_foodbook_block,commands.rs,D-8,Foodbook & Chat,CRUD,foodbook_block,W,foodbook_block,0,0,0,,Phase 2,0,block_id: i64,"Result<(), String>"
list_foodbook_blocks,commands.rs,D-8,Foodbook & Chat,CRUD,foodbook_blocks,R,foodbook_block;foodbook_block_staffel;kombination;recipes,0,0,0,,Phase 2,0,kapitel_id: i64,"Result<Vec<crate::models::FoodbookBlock>, String>"
set_foodbook_blocks_variant_group,commands.rs,D-8,Foodbook & Chat,CRUD,foodbook_blocks_variant_group,W,foodbook_block,0,0,0,,Phase 2,0,"block_ids: Vec<i64>, variant_group_id: Option<i64>","Result<(), String>"
delete_foodbook_kapitel,commands.rs,D-8,Foodbook & Chat,CRUD,foodbook_kapitel,W,foodbook_kapitel,0,0,0,,Phase 2,0,kapitel_id: i64,"Result<(), String>"
foodbook_kapitel_aggregat,commands.rs,D-8,Foodbook & Chat,Spezial,foodbook_kapitel_aggregat,R,foodbook_block;foodbook_kapitel;recipes;subtree,0,0,0,,Phase 2,0,kapitel_id: i64,"Result<crate::models::FoodbookKapitelAggregat, String>"
list_foodbook_tree,commands.rs,D-8,Foodbook & Chat,CRUD,foodbook_tree,R,foodbook_block;foodbook_kapitel;speisen_klassen,0,0,0,,Phase 2,0,foodbook_id: i64,"Result<Vec<crate::models::FoodbookKapitel>, String>"
list_foodbooks,commands.rs,D-8,Foodbook & Chat,CRUD,foodbooks,R,foodbook;foodbook_kapitel,0,0,0,,Phase 2,0,,"Result<Vec<crate::models::Foodbook>, String>"
delete_kombination,commands.rs,D-8,Foodbook & Chat,CRUD,kombination,W,kombination,0,0,0,,Phase 2,0,id: i64,"Result<(), String>"
delete_kombination_block,commands.rs,D-8,Foodbook & Chat,CRUD,kombination_block,W,kombination_block,0,0,0,,Phase 2,0,block_id: i64,"Result<(), String>"
list_kombination_blocks,commands.rs,D-8,Foodbook & Chat,CRUD,kombination_blocks,R,kombination_block;kombination_block_staffel;recipes,0,0,0,,Phase 2,0,kombination_id: i64,"Result<Vec<crate::models::KombinationBlock>, String>"
set_kombination_blocks_variant_group,commands.rs,D-8,Foodbook & Chat,CRUD,kombination_blocks_variant_group,W,kombination_block,0,0,0,,Phase 2,0,"block_ids: Vec<i64>, variant_group_id: Option<i64>","Result<(), String>"
list_kombinationen,commands.rs,D-8,Foodbook & Chat,CRUD,kombinationen,R,kombination;kombination_block;speisen_klassen,0,0,0,,Phase 2,0,,"Result<Vec<crate::models::Kombination>, String>"
move_foodbook_kapitel,commands.rs,D-8,Foodbook & Chat,Spezial,move_foodbook_kapitel,W,foodbook_kapitel,0,0,0,,Phase 2,0,"kapitel_id: i64, new_parent_id: Option<i64>","Result<(), String>"
next_foodbook_variant_group_id,commands.rs,D-8,Foodbook & Chat,Spezial,next_foodbook_variant_group_id,R,foodbook_block;kombination_block;recipes,0,0,0,,Phase 2,0,kapitel_id: i64,"Result<i64, String>"
next_kombination_variant_group_id,commands.rs,D-8,Foodbook & Chat,Spezial,next_kombination_variant_group_id,R,kombination_block,0,0,0,,Phase 2,0,kombination_id: i64,"Result<i64, String>"
ai_plan_dishes,commands.rs,D-8,Foodbook & Chat,KI-Lebenszyklus,plan_dishes,R,,1,1,1,GL-06;GL-07;GL-13,Phase 2,0,"limiter: State<GeminiRateLimiter>, input: AiPlanDishesInput","Result<DishPlan, String>"
reorder_foodbook_blocks,commands.rs,D-8,Foodbook & Chat,Spezial,reorder_foodbook_blocks,W,foodbook_block,0,0,0,,Phase 2,0,"kapitel_id: i64, ordered_block_ids: Vec<i64>","Result<(), String>"
reorder_foodbook_kapitel,commands.rs,D-8,Foodbook & Chat,Spezial,reorder_foodbook_kapitel,W,foodbook_kapitel,0,0,0,,Phase 2,0,"foodbook_id: i64, parent_id: Option<i64>, ordered_ids: Vec<i64>","Result<(), String>"
reorder_kombination_blocks,commands.rs,D-8,Foodbook & Chat,Spezial,reorder_kombination_blocks,W,kombination_block,0,0,0,,Phase 2,0,"kombination_id: i64, ordered_block_ids: Vec<i64>","Result<(), String>"
upsert_foodbook,commands.rs,D-8,Foodbook & Chat,Spezial,upsert_foodbook,W,foodbook,0,0,0,,Phase 2,0,input: crate::models::FoodbookInput,"Result<i64, String>"
upsert_foodbook_block,commands.rs,D-8,Foodbook & Chat,Spezial,upsert_foodbook_block,W,foodbook_block;foodbook_block_staffel,0,0,0,,Phase 2,0,input: crate::models::FoodbookBlockInput,"Result<i64, String>"
upsert_foodbook_kapitel,commands.rs,D-8,Foodbook & Chat,Spezial,upsert_foodbook_kapitel,W,foodbook_kapitel,0,0,0,,Phase 2,0,input: crate::models::FoodbookKapitelInput,"Result<i64, String>"
upsert_kombination,commands.rs,D-8,Foodbook & Chat,Spezial,upsert_kombination,W,kombination,0,0,0,,Phase 2,0,input: crate::models::KombinationInput,"Result<i64, String>"
upsert_kombination_block,commands.rs,D-8,Foodbook & Chat,Spezial,upsert_kombination_block,W,kombination_block;kombination_block_staffel,0,0,0,,Phase 2,0,input: crate::models::KombinationBlockInput,"Result<i64, String>"
